YEAR,PORT NAME,STATE,SPPNAME,LANDED LBS,LIVE LBS,VALUE
1992,NEWBURYPORT,MA,"FLOUNDER, YELLOWTAIL","126,030","126,030","$123,819.00"
1992,NEWBURYPORT,MA,HADDOCK,"7,240","8,256","$11,929.00"
1992,NEWBURYPORT,MA,"HAKE, RED","7,685","7,685","$3,948.00"
1992,NEWBURYPORT,MA,"HAKE, SILVER","3,915","3,915","$1,574.00"
1992,NEWBURYPORT,MA,"HAKE, WHITE","27,850","37,328","$17,650.00"
1992,NEWBURYPORT,MA,"HALIBUT, ATLANTIC",144,166,$337.00
1992,NEWBURYPORT,MA,"MACKEREL, ATLANTIC","10,770","10,770","$3,496.00"
1992,NEWBURYPORT,MA,MONKFISH/ANGLER/GOOSEFISH,"11,657","34,900","$21,468.00"
1992,NEWBURYPORT,MA,POLLOCK,"114,995","129,957","$78,316.00"
1992,NEWBURYPORT,MA,"POMPANO, KILLIFISH",519,519,$504.00
1992,NEWBURYPORT,MA,"POUT, OCEAN","9,950","9,950","$1,472.00"
1992,NEWBURYPORT,MA,"REDFISH, ACADIAN","1,515","1,515",$741.00
1992,NEWBURYPORT,MA,SCUP,85,85,$75.00
1992,NEWBURYPORT,MA,"SHARK, DOGFISH, SPINY","17,565","17,565","$1,483.00"
1992,NEWBURYPORT,MA,"SHARK, NK",593,824,$542.00
1992,NEWBURYPORT,MA,"SHARK, PORBEAGLE",154,214,$115.00
1992,NEWBURYPORT,MA,"SHRIMP, PANDALID","1,245","1,245","$1,192.00"
1992,NEWBURYPORT,MA,"SKATE, NK","4,395","9,975","$1,222.00"
1992,NEWBURYPORT,MA,"SQUID, LOLIGINIDAE","1,225","1,225",$335.00
1992,NEWBURYPORT,MA,"WOLFFISH, ATLANTIC","2,190","2,628","$1,139.00"
1992,NEWBURYPORT,MA,CONFIDENTIAL,"148,067","722,519","$890,270.00"
1992,NORFOLK,MA,"BASS, STRIPED",800,800,"$1,200.00"
1992,NORFOLK,MA,BLUEFISH,40,40,$7.00
1992,NORFOLK,MA,"COD, ATLANTIC","10,000","11,700","$9,700.00"
1992,NORFOLK,MA,"EEL, AMERICAN","1,200","1,200","$1,500.00"
1992,NORFOLK,MA,"FLOUNDER, WINTER","5,500","5,500","$6,875.00"
1992,NORFOLK,MA,"LOBSTER, AMERICAN","625,191","625,191","$1,863,070.00"
1992,NORFOLK,MA,POLLOCK,"23,000","23,000","$13,800.00"
1992,NORFOLK,MA,TAUTOG,"3,000","3,000","$1,170.00"
1992,NORFOLK,MA,CONFIDENTIAL,"145,054","710,764","$725,270.00"
1992,ONSET,MA,"TUNA, BLUEFIN",156,195,"$1,359.00"
1992,PLYMOUTH,MA,ALEWIFE,"9,700","9,700","$1,164.00"
1992,PLYMOUTH,MA,"BASS, STRIPED","26,340","26,340","$39,510.00"
1992,PLYMOUTH,MA,BLUEFISH,"12,830","12,830","$1,863.00"
1992,PLYMOUTH,MA,"CLAM, QUAHOG, NK","83,391","626,267","$433,201.00"
1992,PLYMOUTH,MA,"COD, ATLANTIC","213,817","250,216","$201,423.00"
1992,PLYMOUTH,MA,CUSK,"4,755","5,372","$2,040.00"
1992,PLYMOUTH,MA,"EEL, AMERICAN","8,000","8,000","$8,000.00"
1992,PLYMOUTH,MA,"FLOUNDER, AMERICAN PLAICE","80,168","80,168","$61,647.00"
1992,PLYMOUTH,MA,"FLOUNDER, NK","7,500","7,500","$4,300.00"
1992,PLYMOUTH,MA,"FLOUNDER, SAND-DAB/WINDOWPANE","2,595","2,595","$1,106.00"
1992,PLYMOUTH,MA,"FLOUNDER, SUMMER","2,818","2,818","$3,265.00"
1992,PLYMOUTH,MA,"FLOUNDER, WINTER","128,725","128,725","$119,212.00"
1992,PLYMOUTH,MA,"FLOUNDER, WITCH","39,705","39,705","$57,451.00"
1992,PLYMOUTH,MA,"FLOUNDER, YELLOWTAIL","137,363","137,363","$119,665.00"
1992,PLYMOUTH,MA,HADDOCK,"3,370","3,844","$4,478.00"
1992,PLYMOUTH,MA,"HAKE, SILVER","1,060","1,060",$356.00
1992,PLYMOUTH,MA,"HAKE, WHITE","9,075","11,962","$4,054.00"
1992,PLYMOUTH,MA,"LOBSTER, AMERICAN","3,134,401","3,134,401","$9,434,496.00"
1992,PLYMOUTH,MA,MONKFISH/ANGLER/GOOSEFISH,"29,605","94,203","$43,520.00"
1992,PLYMOUTH,MA,"MUSSEL, BLUE","330,000","1,933,800","$115,500.00"
1992,PLYMOUTH,MA,POLLOCK,"39,260","42,089","$25,780.00"
1992,PLYMOUTH,MA,"POMPANO, KILLIFISH","5,200","5,200","$3,670.00"
1992,PLYMOUTH,MA,"POUT, OCEAN","28,445","28,445","$3,319.00"
1992,PLYMOUTH,MA,"REDFISH, ACADIAN","7,965","7,965","$2,038.00"
1992,PLYMOUTH,MA,"SCALLOP, BAY","1,833","15,104","$15,792.00"
1992,PLYMOUTH,MA,"SCALLOP, SEA","38,900","324,039","$190,911.00"
1992,PLYMOUTH,MA,SCUP,"6,833","6,833","$1,697.00"
1992,PLYMOUTH,MA,"SEA BASS, BLACK",447,447,$880.00
1992,PLYMOUTH,MA,"SHARK, DOGFISH, SPINY","367,200","367,200","$47,126.00"
1992,PLYMOUTH,MA,"SHARK, NK",500,500,$315.00
1992,PLYMOUTH,MA,"SKATE, NK","9,585","21,758","$2,557.00"
1992,PLYMOUTH,MA,"SQUID, LOLIGO","33,375","33,375","$20,353.00"
1992,PLYMOUTH,MA,TAUTOG,"10,561","10,561","$4,176.00"
1992,PLYMOUTH,MA,"TUNA, BLUEFIN","11,648","14,562","$112,862.00"
1992,PLYMOUTH,MA,"WHELK, NK","9,375","29,438","$15,500.00"
1992,PLYMOUTH,MA,"WOLFFISH, ATLANTIC","16,665","19,998","$4,186.00"
1992,PLYMOUTH,MA,CONFIDENTIAL,"171,865","695,556","$705,881.00"
1992,PROVINCETOWN,MA,BLUEFISH,"1,678","1,678",$187.00
1992,PROVINCETOWN,MA,BUTTERFISH,"1,131","1,131",$322.00
1992,PROVINCETOWN,MA,"COD, ATLANTIC","243,205","295,093","$217,863.00"
1992,PROVINCETOWN,MA,CUSK,"4,461","5,044","$1,371.00"
1992,PROVINCETOWN,MA,"FLOUNDER, AMERICAN PLAICE","260,312","260,312","$213,402.00"
1992,PROVINCETOWN,MA,"FLOUNDER, SAND-DAB/WINDOWPANE","28,535","28,535","$8,521.00"
1992,PROVINCETOWN,MA,"FLOUNDER, SUMMER","13,944","13,944","$15,514.00"
1992,PROVINCETOWN,MA,"FLOUNDER, WINTER","278,396","278,396","$252,424.00"
1992,PROVINCETOWN,MA,"FLOUNDER, WITCH","155,626","155,626","$225,252.00"
1992,PROVINCETOWN,MA,"FLOUNDER, YELLOWTAIL","426,622","426,622","$505,007.00"
1992,PROVINCETOWN,MA,HADDOCK,"3,582","4,083","$4,220.00"
1992,PROVINCETOWN,MA,"HAKE, RED","430,422","430,422","$51,745.00"
1992,PROVINCETOWN,MA,"HAKE, SILVER","972,302","972,302","$325,501.00"
1992,PROVINCETOWN,MA,"HAKE, WHITE","11,099","14,873","$3,171.00"
1992,PROVINCETOWN,MA,"HALIBUT, ATLANTIC",439,508,$625.00
1992,PROVINCETOWN,MA,"LOBSTER, AMERICAN","31,207","31,207","$69,498.00"
1992,PROVINCETOWN,MA,"MACKEREL, ATLANTIC","14,889","14,889","$3,059.00"
1992,PROVINCETOWN,MA,MONKFISH/ANGLER/GOOSEFISH,"88,045","281,383","$129,874.00"
1992,PROVINCETOWN,MA,"PERCH, WHITE",53,53,$17.00
1992,PROVINCETOWN,MA,POLLOCK,"12,390","15,484","$7,892.00"
1992,PROVINCETOWN,MA,"POUT, OCEAN","166,313","166,313","$14,205.00"
1992,PROVINCETOWN,MA,"REDFISH, ACADIAN",856,856,$176.00
1992,PROVINCETOWN,MA,"SCALLOP, SEA","7,223","60,166","$35,845.00"
1992,PROVINCETOWN,MA,SCUP,"7,658","7,658","$2,480.00"
1992,PROVINCETOWN,MA,"SEA BASS, BLACK",29,29,$37.00
1992,PROVINCETOWN,MA,"SHARK, DOGFISH, SPINY","1,891,841","1,892,068","$142,879.00"
1992,PROVINCETOWN,MA,"SHARK, PORBEAGLE",185,185,$56.00
1992,PROVINCETOWN,MA,"SHRIMP, PANDALID","1,515","1,515",$606.00
1992,PROVINCETOWN,MA,"SKATE, NK","379,877","862,342","$86,612.00"
1992,PROVINCETOWN,MA,"SQUID, ILLEX","1,855","1,855",$192.00
1992,PROVINCETOWN,MA,"SQUID, LOLIGO","5,973","5,973",$977.00
1992,PROVINCETOWN,MA,TAUTOG,880,880,$212.00
1992,PROVINCETOWN,MA,"TUNA, BLUEFIN","22,584","28,234","$228,179.00"
1992,PROVINCETOWN,MA,"WOLFFISH, ATLANTIC","46,941","56,331","$12,357.00"
1992,SANDWICH,MA,BLUEFISH,861,861,$263.00
1992,SANDWICH,MA,"COD, ATLANTIC","69,667","81,511","$79,615.00"
1992,SANDWICH,MA,"CRAB, JONAH","627,958","627,958","$251,316.00"
1992,SANDWICH,MA,"FLOUNDER, AMERICAN PLAICE","5,616","5,616","$4,197.00"
1992,SANDWICH,MA,"FLOUNDER, SAND-DAB/WINDOWPANE","3,535","3,535","$1,883.00"
1992,SANDWICH,MA,"FLOUNDER, SUMMER","2,520","2,520","$2,591.00"
1992,SANDWICH,MA,"FLOUNDER, WINTER","137,586","137,586","$128,264.00"
1992,SANDWICH,MA,"FLOUNDER, WITCH","2,283","2,283","$2,945.00"
1992,SANDWICH,MA,"FLOUNDER, YELLOWTAIL","17,053","17,053","$24,126.00"
1992,SANDWICH,MA,"HAKE, RED","76,950","76,950","$9,489.00"
1992,SANDWICH,MA,"HAKE, SILVER","144,700","144,700","$43,042.00"
1992,SANDWICH,MA,"HAKE, WHITE",380,510,$261.00
1992,SANDWICH,MA,"LOBSTER, AMERICAN","537,505","537,505","$1,893,555.00"
1992,SANDWICH,MA,"MACKEREL, ATLANTIC",330,330,$99.00
1992,SANDWICH,MA,MONKFISH/ANGLER/GOOSEFISH,"12,989","42,018","$19,276.00"
1992,SANDWICH,MA,POLLOCK,"3,057","4,121","$1,512.00"
1992,SANDWICH,MA,"POUT, OCEAN",90,90,$11.00
1992,SANDWICH,MA,"SCALLOP, SEA","8,449","70,382","$43,127.00"
1992,SANDWICH,MA,SCUP,"3,303","3,303",$980.00
1992,SANDWICH,MA,"SHARK, DOGFISH, SPINY","2,803,465","2,803,465","$329,878.00"
1992,SANDWICH,MA,"SKATE, NK","33,170","75,296","$9,748.00"
1992,SANDWICH,MA,TAUTOG,298,298,$93.00
1992,SANDWICH,MA,"TUNA, BLUEFIN","120,736","150,925","$970,570.00"
1992,SANDWICH,MA,"WOLFFISH, ATLANTIC","1,118","1,342",$791.00
1992,SANDWICH,MA,CONFIDENTIAL,"41,054","41,343","$4,499.00"
1992,SCITUATE,MA,BLUEFISH,125,125,$36.00
1992,SCITUATE,MA,BUTTERFISH,5,5,$5.00
1992,SCITUATE,MA,"COD, ATLANTIC","43,851","51,312","$44,680.00"
1992,SCITUATE,MA,CUSK,133,152,$85.00
1992,SCITUATE,MA,"FLOUNDER, AMERICAN PLAICE","38,335","38,335","$31,791.00"
1992,SCITUATE,MA,"FLOUNDER, WINTER","38,636","38,636","$47,846.00"
1992,SCITUATE,MA,"FLOUNDER, WITCH","4,886","4,886","$7,426.00"
1992,SCITUATE,MA,"FLOUNDER, YELLOWTAIL","35,339","35,339","$37,926.00"
1992,SCITUATE,MA,HADDOCK,65,75,$74.00
1992,SCITUATE,MA,"HAKE, SILVER",592,592,$174.00
1992,SCITUATE,MA,"HAKE, WHITE",180,241,$155.00
1992,SCITUATE,MA,"LOBSTER, AMERICAN",943,943,"$2,666.00"
1992,SCITUATE,MA,"MACKEREL, ATLANTIC",314,314,$107.00
1992,SCITUATE,MA,MONKFISH/ANGLER/GOOSEFISH,"6,788","22,451","$10,615.00"
1992,SCITUATE,MA,POLLOCK,"5,734","6,481","$3,171.00"
1992,SCITUATE,MA,"POMPANO, KILLIFISH",5,5,$3.00
1992,SCITUATE,MA,"POUT, OCEAN","5,835","5,835",$995.00
1992,SCITUATE,MA,"REDFISH, ACADIAN",5,5,$4.00
1992,SCITUATE,MA,"SHARK, DOGFISH, SPINY","110,477","110,498","$12,149.00"
1992,SCITUATE,MA,"SKATE, NK",995,995,$266.00
1992,SCITUATE,MA,TAUTOG,328,328,$250.00
1992,SCITUATE,MA,"TUNA, BLUEFIN","1,884","2,355","$8,994.00"
1992,SCITUATE,MA,"WOLFFISH, ATLANTIC","1,042","1,251",$389.00
1992,SCITUATE,MA,CONFIDENTIAL,"1,863","2,093","$2,485.00"
1992,SUFFOLK,MA,"BASS, STRIPED","7,900","7,900","$11,850.00"
1992,SUFFOLK,MA,BLUEFISH,"127,000","127,000","$21,590.00"
1992,SUFFOLK,MA,"COD, ATLANTIC","30,000","35,100","$29,100.00"
1992,SUFFOLK,MA,"EEL, AMERICAN","1,200","1,200","$1,500.00"
1992,SUFFOLK,MA,"FLOUNDER, WINTER","10,500","10,500","$12,075.00"
1992,SUFFOLK,MA,"LOBSTER, AMERICAN","1,778,033","1,778,033","$5,298,540.00"
1992,SUFFOLK,MA,POLLOCK,"8,000","8,000","$5,200.00"
1992,SUFFOLK,MA,TAUTOG,"9,200","9,200","$3,588.00"
1992,SUFFOLK,MA,CONFIDENTIAL,"89,674","439,403","$448,370.00"
1992,WELLFLEET,MA,"CLAM, QUAHOG, NK","85,932","645,349","$351,540.00"
1992,WELLFLEET,MA,"EEL, AMERICAN",290,290,$540.00
1992,WELLFLEET,MA,"OYSTER, EASTERN","28,210","425,407","$434,000.00"
1992,WELLFLEET,MA,"SCALLOP, BAY",494,"4,071","$3,192.00"
1992,WELLFLEET,MA,CONFIDENTIAL,"2,470","12,103","$10,450.00"
1992,WESTPORT,MA,BLUEFISH,"3,000","3,000",$600.00
1992,WESTPORT,MA,"CLAM, QUAHOG, NK","36,970","277,644","$156,362.00"
1992,WESTPORT,MA,"CLAM, SOFT","2,995","14,676","$10,200.00"
1992,WESTPORT,MA,"COD, ATLANTIC","39,833","47,426","$38,521.00"
1992,WESTPORT,MA,"CRAB, GREEN","1,000","1,000",$700.00
1992,WESTPORT,MA,"CRAB, JONAH","32,850","32,850","$13,160.00"
1992,WESTPORT,MA,"EEL, AMERICAN","4,000","4,000","$5,000.00"
1992,WESTPORT,MA,"FLOUNDER, WINTER","3,525","3,525","$4,400.00"
1992,WESTPORT,MA,"LOBSTER, AMERICAN","46,664","46,664","$182,922.00"
1992,WESTPORT,MA,"MACKEREL, ATLANTIC","2,208","2,208",$535.00
1992,WESTPORT,MA,MONKFISH/ANGLER/GOOSEFISH,"19,566","64,909","$24,109.00"
1992,WESTPORT,MA,"OYSTER, EASTERN","3,704","55,856","$20,124.00"
1992,WESTPORT,MA,POLLOCK,102,115,$61.00
1992,WESTPORT,MA,"SCALLOP, BAY","1,456","11,997","$10,920.00"
1992,WESTPORT,MA,SCUP,"12,000","12,000","$5,400.00"
1992,WESTPORT,MA,"SHARK, DOGFISH, SPINY","468,872","468,872","$59,108.00"
1992,WESTPORT,MA,TAUTOG,"11,451","11,451","$5,372.00"
1992,WESTPORT,MA,"TUNA, BLUEFIN","3,972","4,965","$30,759.00"
1992,WESTPORT,MA,"WHELK, NK","3,375","10,598","$4,725.00"
1992,WESTPORT,MA,CONFIDENTIAL,"3,057","3,093","$1,240.00"
1992,WOODS HOLE,MA,"TUNA, BLUEFIN","3,198","4,000","$26,534.00"
1992,CONFIDENTIAL,MA,CONFIDENTIAL,"851,253","1,877,490","$1,596,290.00"
1992,BRISTOL,RI,"CLAM, QUAHOG, NK","481,819","3,618,460","$2,347,604.00"
1992,BRISTOL,RI,"CRAB, HORSESHOE","15,000","15,000","$1,800.00"
1992,BRISTOL,RI,"LOBSTER, AMERICAN","2,900","2,900","$9,180.00"
1992,BRISTOL,RI,"OYSTER, EASTERN",489,"7,374","$2,025.00"
1992,BRISTOL,RI,"WHELK, NK","14,200","44,588","$32,400.00"
1992,KENT,RI,"CLAM, QUAHOG, NK","1,085,636","8,153,127","$4,978,884.00"
1992,KENT,RI,"CLAM, SOFT","1,423","6,973","$6,241.00"
1992,KENT,RI,"LOBSTER, AMERICAN",500,500,"$1,600.00"
1992,KENT,RI,"OYSTER, EASTERN",458,"6,906","$2,496.00"
1992,KENT,RI,"WHELK, NK","7,200","22,608","$16,500.00"
1992,NEWPORT,RI,"BASS, STRIPED","13,237","13,237","$23,922.00"
1992,NEWPORT,RI,BLUEFISH,"521,305","521,999","$128,884.00"
1992,NEWPORT,RI,"BONITO, ATLANTIC","149,789","149,789","$95,436.00"
1992,NEWPORT,RI,BUTTERFISH,"220,473","220,473","$178,171.00"
1992,NEWPORT,RI,"CLAM, QUAHOG, NK","438,644","3,294,217","$1,717,021.00"
1992,NEWPORT,RI,"CLAM, QUAHOG, OCEAN","1,452","11,979","$9,130.00"
1992,NEWPORT,RI,"CLAM, SOFT","1,784","8,742","$9,491.00"
1992,NEWPORT,RI,"CLAM, SURF","9,000","47,160","$6,750.00"
1992,NEWPORT,RI,COBIA,157,157,$116.00
1992,NEWPORT,RI,"COD, ATLANTIC","1,009,020","1,229,535","$1,001,623.00"
1992,NEWPORT,RI,"CRAB, JONAH","585,261","585,261","$229,911.00"
1992,NEWPORT,RI,"CRAB, ROCK","27,823","27,823","$8,694.00"
1992,NEWPORT,RI,CUSK,"35,140","39,715","$12,209.00"
1992,NEWPORT,RI,"DORY, AMERICAN JOHN",230,230,$117.00
1992,NEWPORT,RI,"EEL, CONGER","6,108","6,108","$1,950.00"
1992,NEWPORT,RI,"FLOUNDER, AMERICAN PLAICE","671,750","671,750","$592,843.00"
1992,NEWPORT,RI,"FLOUNDER, SAND-DAB/WINDOWPANE","170,695","170,695","$86,781.00"
1992,NEWPORT,RI,"FLOUNDER, SUMMER","696,145","696,145","$1,170,320.00"
1992,NEWPORT,RI,"FLOUNDER, WINTER","306,455","306,455","$271,289.00"
1992,NEWPORT,RI,"FLOUNDER, WITCH","228,625","228,625","$275,840.00"
1992,NEWPORT,RI,"FLOUNDER, YELLOWTAIL","305,018","305,018","$329,474.00"
1992,NEWPORT,RI,HADDOCK,"59,315","67,629","$63,214.00"
1992,NEWPORT,RI,"HAKE, RED","35,105","35,105","$4,766.00"
1992,NEWPORT,RI,"HAKE, SILVER","468,178","468,195","$108,352.00"
1992,NEWPORT,RI,"HAKE, WHITE","167,600","224,625","$69,890.00"
1992,NEWPORT,RI,"HALIBUT, ATLANTIC",881,"1,012","$1,840.00"
1992,NEWPORT,RI,"HERRING, ATLANTIC","23,880","23,880","$3,634.00"
1992,NEWPORT,RI,"LOBSTER, AMERICAN","2,517,395","2,517,395","$7,943,198.00"
1992,NEWPORT,RI,"MACKEREL, ATLANTIC","645,672","645,672","$130,022.00"
1992,NEWPORT,RI,"MACKEREL, SPANISH","2,277","2,277","$2,273.00"
1992,NEWPORT,RI,"MENHADEN, ATLANTIC","2,859,434","2,859,434","$117,563.00"
1992,NEWPORT,RI,MONKFISH/ANGLER/GOOSEFISH,"931,344","2,827,418","$1,459,655.00"
1992,NEWPORT,RI,OPAH,"2,035","2,035",$758.00
1992,NEWPORT,RI,"OYSTER, EASTERN","3,483","52,523","$17,673.00"
1992,NEWPORT,RI,POLLOCK,"46,532","51,673","$26,647.00"
1992,NEWPORT,RI,"POUT, OCEAN","56,155","56,155","$5,398.00"
1992,NEWPORT,RI,"REDFISH, ACADIAN","19,520","19,520","$6,550.00"
1992,NEWPORT,RI,"SCALLOP, SEA","295,950","2,465,268","$1,364,691.00"
1992,NEWPORT,RI,SCUP,"2,251,828","2,251,828","$1,016,048.00"
1992,NEWPORT,RI,"SEA BASS, BLACK","18,068","18,068","$38,220.00"
1992,NEWPORT,RI,"SEAROBIN, NK","21,184","21,184","$1,779.00"
1992,NEWPORT,RI,"SHAD, AMERICAN","3,135","3,135",$951.00
1992,NEWPORT,RI,"SHARK, DOGFISH, NK","1,224,953","1,224,953","$134,662.00"
1992,NEWPORT,RI,"SHARK, NK","15,013","20,736","$3,889.00"
1992,NEWPORT,RI,"SHARK, PORBEAGLE",263,366,$159.00
1992,NEWPORT,RI,"SHARK, SAND TIGER",852,"1,184",$136.00
1992,NEWPORT,RI,"SKATE, NK","4,465,624","4,690,477","$281,346.00"
1992,NEWPORT,RI,"SQUID, LOLIGO","1,840,005","1,840,005","$925,187.00"
1992,NEWPORT,RI,"STURGEON, ATLANTIC",245,245,$240.00
1992,NEWPORT,RI,"STURGEON, NK","1,626","1,951","$1,527.00"
1992,NEWPORT,RI,TAUTOG,"175,993","175,993","$100,933.00"
1992,NEWPORT,RI,"TILEFISH, NK","16,719","18,220","$8,777.00"
1992,NEWPORT,RI,"TUNA, BLUEFIN",375,469,"$1,125.00"
1992,NEWPORT,RI,"TUNA, NK","241,538","241,538","$24,199.00"
1992,NEWPORT,RI,"WEAKFISH/SEA TROUT, SQUETEAGUE","4,640","4,640","$4,373.00"
1992,NEWPORT,RI,"WHELK, NK","9,119","28,633","$16,108.00"
1992,NEWPORT,RI,"WOLFFISH, ATLANTIC","21,120","25,344","$6,574.00"
1992,NEWPORT,RI,CONFIDENTIAL,"420,223","2,451,660","$137,370.00"
1992,POINT JUDITH,RI,"BASS, STRIPED","8,656","8,656","$15,220.00"
1992,POINT JUDITH,RI,BLUEFISH,"933,525","1,015,724","$143,933.00"
1992,POINT JUDITH,RI,"BONITO, ATLANTIC","8,506","8,506","$3,379.00"
1992,POINT JUDITH,RI,BUTTERFISH,"3,223,178","3,223,178","$1,520,715.00"
1992,POINT JUDITH,RI,"CLAM, QUAHOG, NK","2,757","20,706","$10,616.00"
1992,POINT JUDITH,RI,"CLAM, SOFT","19,030","93,248","$97,980.00"
1992,POINT JUDITH,RI,"COD, ATLANTIC","710,213","846,842","$655,213.00"
1992,POINT JUDITH,RI,"CRAB, DEEPSEA, RED","3,782","3,782","$2,839.00"
1992,POINT JUDITH,RI,"CRAB, JONAH","412,565","412,565","$163,597.00"
1992,POINT JUDITH,RI,"CRAB, ROCK","29,025","29,025","$9,117.00"
1992,POINT JUDITH,RI,CUNNER,"3,382","3,382",$297.00
1992,POINT JUDITH,RI,CUSK,"3,876","4,379","$1,181.00"
1992,POINT JUDITH,RI,DOLPHINFISH,"3,382","3,382","$3,943.00"
1992,POINT JUDITH,RI,"DORY, AMERICAN JOHN","6,083","6,083","$2,798.00"
1992,POINT JUDITH,RI,"EEL, CONGER","136,066","136,066","$28,331.00"
1992,POINT JUDITH,RI,"FLOUNDER, AMERICAN PLAICE","115,448","115,448","$85,176.00"
1992,POINT JUDITH,RI,"FLOUNDER, FOURSPOT",169,169,$54.00
1992,POINT JUDITH,RI,"FLOUNDER, SAND-DAB/WINDOWPANE","142,291","142,291","$61,393.00"
1992,POINT JUDITH,RI,"FLOUNDER, SUMMER","1,798,934","1,798,934","$3,035,853.00"
1992,POINT JUDITH,RI,"FLOUNDER, WINTER","1,535,447","1,535,447","$1,450,523.00"
1992,POINT JUDITH,RI,"FLOUNDER, WITCH","283,986","283,986","$196,264.00"
1992,POINT JUDITH,RI,"FLOUNDER, YELLOWTAIL","755,330","755,330","$798,787.00"
1992,POINT JUDITH,RI,HADDOCK,"25,051","27,296","$17,878.00"
1992,POINT JUDITH,RI,"HAKE, OFFSHORE","180,863","180,863","$52,513.00"
1992,POINT JUDITH,RI,"HAKE, RED","1,404,245","1,404,245","$223,879.00"
1992,POINT JUDITH,RI,"HAKE, SILVER","17,637,735","17,637,735","$3,783,581.00"
1992,POINT JUDITH,RI,"HAKE, WHITE","240,343","303,136","$103,571.00"
1992,POINT JUDITH,RI,"HALIBUT, ATLANTIC","2,331","2,681","$1,654.00"
1992,POINT JUDITH,RI,"HERRING, ATLANTIC","1,379,295","1,379,295","$72,431.00"
1992,POINT JUDITH,RI,"LOBSTER, AMERICAN","3,220,932","3,220,932","$10,295,825.00"
1992,POINT JUDITH,RI,"MACKEREL, ATLANTIC","5,657,657","5,657,657","$491,957.00"
1992,POINT JUDITH,RI,MONKFISH/ANGLER/GOOSEFISH,"2,201,378","6,791,230","$3,709,686.00"
1992,POINT JUDITH,RI,"OYSTER, EASTERN",259,"3,906","$1,744.00"
1992,POINT JUDITH,RI,POLLOCK,"12,956","13,273","$8,439.00"
1992,POINT JUDITH,RI,"POMPANO, KILLIFISH","52,009","52,009","$33,622.00"
1992,POINT JUDITH,RI,"POUT, OCEAN","483,017","483,017","$38,282.00"
1992,POINT JUDITH,RI,"PUFFER, NORTHERN",306,306,$44.00
1992,POINT JUDITH,RI,"REDFISH, ACADIAN","5,848","5,848","$2,203.00"
1992,POINT JUDITH,RI,"SCALLOP, BAY",349,"2,876","$2,443.00"
1992,POINT JUDITH,RI,"SCALLOP, SEA","17,262","143,794","$84,713.00"
1992,POINT JUDITH,RI,SCUP,"3,311,724","3,311,724","$1,984,365.00"
1992,POINT JUDITH,RI,"SEA BASS, BLACK","115,767","115,767","$126,642.00"
1992,POINT JUDITH,RI,"SEAROBIN, NK","5,135","5,135",$404.00
1992,POINT JUDITH,RI,"SHAD, AMERICAN","10,157","10,157","$1,181.00"
1992,POINT JUDITH,RI,"SHARK, DOGFISH, NK","800,659","800,769","$90,543.00"
1992,POINT JUDITH,RI,"SHARK, DOGFISH, SPINY","1,209","1,209",$895.00
1992,POINT JUDITH,RI,"SHARK, DUSKY",898,"1,249",$144.00
1992,POINT JUDITH,RI,"SHARK, MAKO, SHORTFIN","2,550","3,539","$3,378.00"
1992,POINT JUDITH,RI,"SHARK, NK","2,535","3,419","$2,812.00"
1992,POINT JUDITH,RI,"SHARK, PORBEAGLE","9,355","12,945","$7,526.00"
1992,POINT JUDITH,RI,"SHARK, THRESHER, NK",697,970,$392.00
1992,POINT JUDITH,RI,"SKATE, NK","1,338,468","1,922,349","$169,683.00"
1992,POINT JUDITH,RI,"SQUID, ILLEX","1,906,551","1,906,551","$422,440.00"
1992,POINT JUDITH,RI,"SQUID, LOLIGINIDAE","21,263","21,263","$10,750.00"
1992,POINT JUDITH,RI,"SQUID, LOLIGO","11,788,668","11,788,668","$5,577,378.00"
1992,POINT JUDITH,RI,"STURGEON, NK",353,425,$378.00
1992,POINT JUDITH,RI,SWORDFISH,"29,275","38,933","$135,020.00"
1992,POINT JUDITH,RI,TAUTOG,"136,095","136,095","$69,798.00"
1992,POINT JUDITH,RI,"TILEFISH, NK","278,010","303,044","$151,067.00"
1992,POINT JUDITH,RI,"TUNA, ALBACORE","13,122","16,406","$13,518.00"
1992,POINT JUDITH,RI,"TUNA, BIGEYE","12,305","15,383","$119,877.00"
1992,POINT JUDITH,RI,"TUNA, BLUEFIN","13,368","16,712","$110,005.00"
1992,POINT JUDITH,RI,"TUNA, YELLOWFIN","24,923","31,160","$55,751.00"
1992,POINT JUDITH,RI,"WEAKFISH/SEA TROUT, SQUETEAGUE","25,218","25,218","$21,186.00"
1992,POINT JUDITH,RI,"WHELK, NK",285,895,$420.00
1992,POINT JUDITH,RI,"WOLFFISH, ATLANTIC","2,079","2,496",$889.00
1992,POINT JUDITH,RI,CONFIDENTIAL,"92,460","739,371","$267,097.00"
1992,WASHINGTON,RI,"BASS, STRIPED","14,895","14,895","$26,799.00"
1992,WASHINGTON,RI,BLUEFISH,"11,347","12,372","$3,041.00"
1992,WASHINGTON,RI,BUTTERFISH,"908,512","908,512","$897,588.00"
1992,WASHINGTON,RI,"CLAM, QUAHOG, NK","451,351","3,389,645","$1,932,218.00"
1992,WASHINGTON,RI,"CLAM, SOFT","9,500","46,552","$44,092.00"
1992,WASHINGTON,RI,"COD, ATLANTIC","4,535","5,304","$4,499.00"
